Suburb,Rooms,Type,Price,Method,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt
Reservoir,2,h,810000,S,4/3/17,11,3073,2,1,2,950,,
Reservoir,2,h,535000,S,4/6/16,11,3073,2,1,1,234,92,2014
Reservoir,3,h,920000,S,4/6/16,11,3073,3,2,2,623,,
Reservoir,3,h,800000,S,6/8/16,11,3073,3,1,5,4679,170,1975
Reservoir,3,h,510000,PI,6/8/16,11,3073,3,1,2,543,135,1965
Reservoir,3,h,651000,SP,6/8/16,11,3073,3,2,3,649,114,1950
Reservoir,3,h,502500,S,6/8/16,11,3073,2,1,2,491,,
Reservoir,2,h,365000,PI,7/5/16,11,3073,2,1,1,360,83,1960
Reservoir,2,u,405000,S,7/5/16,11,3073,2,1,1,171,94,2009
Reservoir,3,t,620500,S,7/5/16,11,3073,3,2,1,158,117,2011
Reservoir,3,h,730000,S,7/5/16,11,3073,2,1,1,546,,
Reservoir,1,h,260000,PI,7/5/16,11,3073,1,1,1,141,80,2000
Reservoir,3,h,665000,S,7/5/16,11,3073,3,1,4,503,,
Reservoir,3,h,625000,PI,7/5/16,11,3073,3,2,1,267,186,2003
Reservoir,2,u,357500,S,7/5/16,11,3073,2,1,1,129,,
Reservoir,2,u,427500,S,7/11/16,11,3073,2,1,1,146,84,1980
Reservoir,4,h,851000,S,7/11/16,11,3073,4,2,2,581,244,2006
Reservoir,3,h,998000,S,7/11/16,11,3073,3,2,3,479,153,1950
Reservoir,4,h,1030000,S,7/11/16,11,3073,4,2,3,630,190,1935
Reservoir,2,h,498000,S,7/11/16,11,3073,2,1,3,310,,
Reservoir,2,u,410000,S,7/11/16,11,3073,2,1,1,180,61,2004
Reservoir,2,u,450000,S,7/11/16,11,3073,2,1,1,95,,
Reservoir,1,u,341000,PI,7/11/16,11,3073,1,1,1,125,,
Reservoir,2,u,270000,VB,7/11/16,11,3073,2,1,1,0,,
Reservoir,3,h,900000,S,7/11/16,11,3073,3,2,2,634,,
Reservoir,3,h,500000,PI,8/10/16,11,3073,3,1,1,320,,
Reservoir,4,h,1015000,S,8/10/16,11,3073,4,1,1,518,135,1920
Reservoir,3,h,915000,S,8/10/16,11,3073,3,3,2,618,153,1960
Reservoir,2,h,380000,S,8/10/16,11,3073,2,1,1,159,,1990
Reservoir,2,u,468000,S,8/10/16,11,3073,3,2,2,234,,
Reservoir,3,h,800000,S,8/10/16,11,3073,3,1,2,570,,1950
Reservoir,2,u,380000,S,8/10/16,11,3073,2,1,1,149,70,1980
Reservoir,3,h,600000,S,8/10/16,11,3073,3,1,1,370,,
Reservoir,3,t,530000,PI,8/10/16,11,3073,3,2,1,229,130,2008
Reservoir,3,t,592000,S,8/10/16,11,3073,3,1,1,270,160,2016
Reservoir,2,h,611000,S,8/10/16,11,3073,2,1,2,379,,
Reservoir,2,u,440000,SP,8/10/16,11,3073,2,1,2,132,83,1980
Reservoir,3,h,650000,SP,10/9/16,11,3073,3,1,3,620,114,1960
Reservoir,2,t,416000,S,10/9/16,11,3073,2,1,1,159,70,2000
Reservoir,3,h,610000,VB,10/9/16,11,3073,3,1,2,492,,
Reservoir,3,h,890000,S,10/9/16,11,3073,3,2,2,634,,
Reservoir,3,u,301000,SP,10/9/16,11,3073,3,1,1,0,63,1970
Reservoir,3,h,865000,S,10/9/16,11,3073,2,1,3,560,110,1950
Reservoir,2,u,436000,S,10/9/16,11,3073,2,1,1,140,,2011
Reservoir,4,h,650000,PI,10/9/16,11,3073,4,1,2,650,,1965
Reservoir,2,u,432000,S,10/9/16,11,3073,2,1,1,137,,
Reservoir,3,h,650000,PI,10/9/16,11,3073,3,1,1,700,98,1950
Reservoir,2,h,836000,S,10/12/16,11,3073,2,1,3,821,,
Reservoir,2,u,401000,S,10/12/16,11,3073,2,1,1,184,77,1965
Reservoir,2,h,635000,PI,10/12/16,11,3073,2,1,1,608,,
Reservoir,2,u,491000,S,10/12/16,11,3073,2,1,1,168,93,1970
Reservoir,2,u,420000,S,10/12/16,11,3073,2,1,0,207,,
Reservoir,3,h,810000,SP,10/12/16,11,3073,3,1,2,564,558,1960
Reservoir,3,h,780000,S,10/12/16,11,3073,3,1,2,457,,
Reservoir,2,u,520000,S,10/12/16,11,3073,2,1,1,135,,1980
Reservoir,3,h,660000,PI,10/12/16,11,3073,3,1,1,754,,
Reservoir,2,h,555000,S,11/2/17,11,3073,2,1,2,229,92,1970
Reservoir,2,t,350000,S,11/2/17,11,3073,2,1,1,0,72,2016
Reservoir,3,h,540000,PI,11/2/17,11,3073,3,2,2,215,146,2003
Reservoir,3,t,678000,S,11/3/17,11,3073,3,2,1,230,,2009
Reservoir,3,h,812000,S,12/6/16,11,3073,3,1,2,696,,1950
Reservoir,3,h,682000,SP,12/6/16,11,3073,3,1,1,750,103,1970
Reservoir,2,t,380000,PI,12/11/16,11,3073,2,1,1,83,85,2010
Reservoir,1,u,350000,SP,12/11/16,11,3073,1,1,2,96,45,2009
Reservoir,4,h,750000,PI,12/11/16,11,3073,4,2,4,820,197,1965
Reservoir,2,t,495000,S,12/11/16,11,3073,2,1,1,96,73,2013
Reservoir,2,h,644000,S,12/11/16,11,3073,2,1,2,455,,1940
Reservoir,4,h,895500,S,12/11/16,11,3073,4,2,4,864,,
Reservoir,3,u,500000,S,12/11/16,11,3073,3,1,1,359,109,1960
Reservoir,3,h,940000,S,12/11/16,11,3073,3,1,2,756,,
Reservoir,2,h,755000,S,12/11/16,11,3073,2,1,2,0,,
Reservoir,2,t,568000,S,12/11/16,11,3073,2,1,1,120,,
Reservoir,2,u,350000,PI,12/11/16,11,3073,2,1,1,102,67,1970
Reservoir,2,u,452000,S,13/8/16,11,3073,2,1,1,0,,
Reservoir,2,u,335000,SP,13/8/16,11,3073,2,1,1,0,54,2012
Reservoir,3,h,585000,S,13/8/16,11,3073,3,1,3,620,,
Reservoir,2,u,360000,PI,13/8/16,11,3073,2,1,1,139,,
Reservoir,2,u,380000,PI,13/8/16,11,3073,2,1,1,220,,2011
Reservoir,3,h,546000,S,13/8/16,11,3073,3,1,2,592,84,1960
Reservoir,3,u,400000,PI,13/8/16,11,3073,3,1,1,172,97,1970
Reservoir,4,h,1700000,S,13/8/16,11,3073,4,2,4,601,,
Reservoir,3,h,592500,S,14/5/16,11,3073,3,2,1,215,,
Reservoir,3,h,830000,S,14/5/16,11,3073,1,1,1,509,,1928
Reservoir,2,u,360000,S,14/5/16,11,3073,2,1,1,132,65,2010
Reservoir,3,h,655000,PI,14/5/16,11,3073,2,1,1,644,,
Reservoir,3,h,410000,S,15/10/16,11,3073,3,1,1,250,105,1960
Reservoir,2,h,836000,SP,15/10/16,11,3073,2,1,1,931,121,1970
Reservoir,2,h,635000,SP,15/10/16,11,3073,2,2,2,654,,
Reservoir,4,h,811000,S,15/10/16,11,3073,4,2,3,525,525,
Reservoir,2,h,650000,PI,15/10/16,11,3073,2,1,1,750,,
Reservoir,3,h,765000,S,15/10/16,11,3073,3,1,2,551,,
Reservoir,2,u,440000,SP,15/10/16,11,3073,2,1,2,132,83,1980
Reservoir,3,h,715000,SP,15/10/16,11,3073,3,2,2,251,,
Reservoir,4,h,670000,SP,16/4/16,11,3073,4,2,2,578,,
Reservoir,2,u,376000,S,16/4/16,11,3073,2,1,1,104,77,1970
Reservoir,2,u,323000,S,16/4/16,11,3073,2,1,1,0,65,1960
Reservoir,3,h,680000,S,16/4/16,11,3073,3,1,4,527,146,1965
Reservoir,2,t,530000,S,16/4/16,11,3073,2,1,1,0,106,2007
Reservoir,4,h,786000,S,16/4/16,11,3073,4,3,1,595,174,2013
Reservoir,2,u,390000,VB,16/4/16,11,3073,2,1,1,122,74,1980
Reservoir,3,h,650000,S,16/4/16,11,3073,3,1,2,468,92,1960
Reservoir,3,h,540000,S,16/4/16,11,3073,3,1,2,496,,
Reservoir,3,h,685000,S,16/7/16,11,3073,3,1,1,497,,
Reservoir,3,h,800000,SP,16/7/16,11,3073,3,2,3,574,159,1955
Reservoir,3,h,830000,S,16/7/16,11,3073,3,1,2,671,,
Reservoir,2,u,330000,PI,16/7/16,11,3073,2,1,1,90,64,1970
Reservoir,3,h,539000,S,16/7/16,11,3073,3,1,1,474,114,1960
Reservoir,3,h,622500,S,17/9/16,11,3073,3,1,1,456,94,1960
Reservoir,4,h,767500,S,17/9/16,11,3073,3,2,2,834,129,2017
Reservoir,3,h,780000,PI,17/9/16,11,3073,3,1,2,464,125,1920
Reservoir,3,h,668000,S,17/9/16,11,3073,3,2,1,618,149,1965
Reservoir,4,h,1215000,S,17/9/16,11,3073,4,2,4,748,,
Reservoir,3,h,1120000,S,18/3/17,11,3073,3,1,2,744,,
Reservoir,3,u,470000,S,18/3/17,11,3073,3,1,2,159,97,1970
Reservoir,3,h,800000,PI,18/3/17,11,3073,3,1,1,858,,
Reservoir,2,h,1700000,PI,18/3/17,11,3073,2,1,6,1041,,
Reservoir,3,h,655000,S,18/3/17,11,3073,3,2,2,456,137,1970
Reservoir,3,h,885000,S,18/3/17,11,3073,3,1,2,518,,
Reservoir,2,h,510000,S,18/3/17,11,3073,2,1,2,268,,
Reservoir,2,u,440000,SP,18/3/17,11,3073,2,1,1,183,93,1980
Reservoir,3,h,703000,S,18/6/16,11,3073,3,2,1,597,120,1960
Reservoir,2,u,424000,S,18/6/16,11,3073,2,1,1,141,81,1980
Reservoir,4,h,750000,S,18/6/16,11,3073,4,1,2,747,,
Reservoir,3,h,613000,S,18/6/16,11,3073,3,1,2,745,149,1985
Reservoir,3,h,779000,S,18/6/16,11,3073,3,1,2,945,,
Reservoir,2,t,425000,S,18/6/16,11,3073,2,1,1,145,100,
Reservoir,5,h,791000,S,18/6/16,11,3073,4,3,1,961,,
Reservoir,3,h,475000,S,18/6/16,11,3073,3,1,1,535,133,1970
Reservoir,3,h,950000,S,19/11/16,11,3073,3,2,2,565,120,1920
Reservoir,2,u,352000,S,19/11/16,11,3073,2,1,1,0,,1970
Reservoir,4,h,730000,PI,19/11/16,11,3073,4,1,2,770,152,1970
Reservoir,2,h,791000,S,19/11/16,11,3073,2,1,3,720,,
Reservoir,3,h,905000,S,19/11/16,11,3073,3,1,2,950,121,1960
Reservoir,2,u,480000,S,19/11/16,11,3073,2,2,1,145,145,2010
Reservoir,3,h,767000,S,19/11/16,11,3073,3,1,2,561,96,1950
Reservoir,3,h,871000,S,19/11/16,11,3073,3,1,3,614,,
Reservoir,3,u,450000,VB,22/5/16,11,3073,3,1,2,179,108,2002
Reservoir,3,h,921500,S,22/5/16,11,3073,3,2,1,527,177,1950
Reservoir,2,t,490000,S,22/5/16,11,3073,3,1,1,126,91,2013
Reservoir,3,h,787000,S,22/5/16,11,3073,3,1,1,563,118,1940
Reservoir,2,u,300000,VB,22/8/16,11,3073,2,1,1,0,55,2014
Reservoir,2,u,335000,S,22/8/16,11,3073,2,1,1,0,54,2012
Reservoir,3,h,670500,S,22/8/16,11,3073,3,1,2,654,,
Reservoir,5,h,1050000,S,22/8/16,11,3073,5,2,1,578,,
Reservoir,3,u,475000,SP,22/8/16,11,3073,3,1,2,521,100,2010
Reservoir,2,u,440000,SP,22/8/16,11,3073,2,1,1,153,87,2007
Reservoir,3,h,851500,S,22/8/16,11,3073,3,1,1,0,,1930
Reservoir,2,h,623500,S,22/8/16,11,3073,2,1,0,452,,
Reservoir,4,h,830000,PI,22/8/16,11,3073,4,1,4,791,,
Reservoir,3,h,572000,S,23/4/16,11,3073,3,1,2,41400,,
Reservoir,3,h,600000,S,23/4/16,11,3073,3,2,2,0,,
Reservoir,3,h,450000,VB,23/4/16,11,3073,2,2,2,185,,
Reservoir,2,u,525000,S,23/4/16,11,3073,3,1,2,284,,2014
Reservoir,3,h,692500,S,23/4/16,11,3073,3,2,2,803,,
Reservoir,4,h,790000,S,23/4/16,11,3073,4,2,2,1090,,
Reservoir,3,h,785000,S,24/9/16,11,3073,3,1,1,719,,
Reservoir,2,h,840000,SP,24/9/16,11,3073,2,1,1,714,,
Reservoir,5,h,925000,S,24/9/16,11,3073,5,3,4,922,,
Reservoir,3,h,700000,S,24/9/16,11,3073,3,1,1,621,,1950
Reservoir,4,h,801000,S,24/9/16,11,3073,3,1,2,771,,1965
Reservoir,1,u,216000,S,24/9/16,11,3073,2,1,1,0,45,1970
Reservoir,1,u,220000,S,24/9/16,11,3073,1,1,1,0,45,1970
Reservoir,3,h,866000,S,24/9/16,11,3073,3,1,2,569,,
Reservoir,2,u,340000,VB,24/9/16,11,3073,2,1,1,151,80,1975
Reservoir,2,h,500250,S,25/2/17,11,3073,2,1,1,425,,1960
Reservoir,1,h,395000,SP,25/2/17,11,3073,1,1,1,94,50,2014
Reservoir,3,h,810000,S,25/2/17,11,3073,3,2,3,486,,
Reservoir,2,h,790000,S,25/2/17,11,3073,2,1,1,585,97,1950
Reservoir,2,u,465000,S,25/2/17,11,3073,2,1,1,111,,
Reservoir,3,h,601000,S,25/2/17,11,3073,3,1,2,460,102,1965
Reservoir,2,h,772000,S,25/2/17,11,3073,2,1,1,0,,
Reservoir,2,h,968000,S,25/2/17,11,3073,2,1,2,631,,
Reservoir,3,h,928000,S,25/2/17,11,3073,3,1,1,696,,
Reservoir,2,u,300000,S,26/7/16,11,3073,2,1,1,87,62,1970
Reservoir,2,t,420000,VB,26/7/16,11,3073,2,1,2,153,107,2003
Reservoir,4,h,885000,S,26/7/16,11,3073,4,2,3,936,262,1985
Reservoir,2,u,240000,PI,26/7/16,11,3073,2,1,1,82,,1970
Reservoir,3,h,815000,S,26/7/16,11,3073,3,1,2,550,557,1965
Reservoir,3,h,882500,S,26/7/16,11,3073,3,2,2,681,135,1940
Reservoir,3,h,793000,S,26/7/16,11,3073,3,1,2,589,128,1950
Reservoir,3,h,550000,PI,27/6/16,11,3073,3,2,2,260,128,2006
Reservoir,2,u,477000,S,27/6/16,11,3073,2,1,2,115,,
Reservoir,2,u,433000,S,27/6/16,11,3073,2,1,1,236,72,2012
Reservoir,3,u,672000,S,27/6/16,11,3073,3,1,2,855,,
Reservoir,2,h,680000,S,27/6/16,11,3073,2,1,1,750,92,1960
Reservoir,3,h,751000,S,27/11/16,11,3073,3,1,2,604,,1940
Reservoir,3,h,851000,S,27/11/16,11,3073,3,1,1,826,101,1960
Reservoir,3,h,777000,S,27/11/16,11,3073,3,1,2,480,,
Reservoir,4,h,1162000,S,27/11/16,11,3073,4,3,4,695,,
Reservoir,3,h,620000,SP,27/11/16,11,3073,3,1,2,653,,
Reservoir,3,h,1025000,S,27/11/16,11,3073,3,1,4,670,134,1935
Reservoir,3,h,762500,S,27/11/16,11,3073,3,1,2,677,,
Reservoir,3,h,832000,S,27/11/16,11,3073,3,1,2,496,,
Reservoir,5,h,820000,SP,27/11/16,11,3073,5,2,2,737,150,
Reservoir,3,h,784000,S,28/5/16,11,3073,3,1,2,602,162,1970
Reservoir,4,h,1186000,SP,28/5/16,11,3073,4,1,2,895,188,1940
Reservoir,3,h,665000,S,28/5/16,11,3073,3,1,1,467,,
Reservoir,2,u,405000,S,28/5/16,11,3073,2,1,1,121,,1965
Reservoir,2,u,431000,S,28/5/16,11,3073,2,1,1,139,,1975
Reservoir,4,h,885000,S,28/5/16,11,3073,4,2,2,508,141,1950
Reservoir,3,h,718500,S,28/5/16,11,3073,3,1,6,807,133,1975
Reservoir,5,h,762500,S,28/5/16,11,3073,3,2,2,548,285,1990
Reservoir,3,h,737000,S,28/5/16,11,3073,2,3,6,957,,
Reservoir,3,h,810000,S,28/8/16,11,3073,3,2,2,279,,
Reservoir,2,h,610000,S,28/8/16,11,3073,3,1,2,383,103,1970
Reservoir,2,u,430000,S,28/8/16,11,3073,2,1,1,152,,
Reservoir,2,h,730000,VB,28/8/16,11,3073,2,1,2,637,,
Reservoir,4,h,680000,S,28/8/16,11,3073,4,1,2,561,134,1960
Reservoir,3,h,705000,S,30/7/16,11,3073,3,1,1,437,,1930
Reservoir,3,h,705000,S,30/7/16,11,3073,3,1,3,513,,
Reservoir,2,u,390000,SP,30/7/16,11,3073,2,1,1,133,65,2012
Richmond,2,h,937000,S,3/9/16,3,3121,2,1,1,125,103,1950
Richmond,3,h,1260000,S,3/9/16,3,3121,2,1,0,203,81,1900
Richmond,3,t,1236000,S,3/9/16,3,3121,3,2,1,675,,
Richmond,2,u,540000,PI,3/9/16,3,3121,2,2,1,656,,
Richmond,2,u,795250,S,3/9/16,3,3121,2,1,2,0,85,1997
Richmond,2,u,582000,S,3/9/16,3,3121,2,1,1,0,75,2001
Richmond,1,u,500000,SP,3/9/16,3,3121,1,1,1,0,,
Richmond,3,h,1600000,S,3/12/16,3,3121,3,2,1,115,,
Richmond,3,h,2180000,PI,3/12/16,3,3121,3,2,2,345,,
Richmond,1,u,370000,S,3/12/16,3,3121,1,1,1,502,38,1950
Richmond,4,h,3335000,S,3/12/16,3,3121,4,2,2,319,,1893
Richmond,2,h,935000,S,3/12/16,3,3121,2,1,1,67,,1998
Richmond,3,h,1102000,S,4/2/16,3,3121,3,2,0,194,,
Richmond,1,u,437500,SP,4/3/17,3,3121,1,1,1,778,,2013
Richmond,1,u,421000,SP,4/3/17,3,3121,1,1,1,8223,57,2012
Richmond,2,u,479000,S,4/3/17,3,3121,2,1,1,534,,1970
Richmond,5,h,3200000,SP,4/3/17,3,3121,5,3,3,618,260,1890
Richmond,2,u,479000,S,4/3/17,3,3121,2,1,1,0,62,1970
Richmond,2,h,1042500,S,4/3/17,3,3121,2,1,1,80,,
Richmond,2,u,655000,PI,4/3/17,3,3121,2,1,1,1725,69,2005
Richmond,2,h,1130000,S,4/3/17,3,3121,2,2,3,114,,
Richmond,2,u,561000,S,4/3/17,3,3121,2,1,1,2571,66,2013
Richmond,2,u,635000,S,4/3/17,3,3121,2,2,1,2740,76,2003
Richmond,3,h,1010000,PI,4/6/16,3,3121,3,1,1,199,105,1900
Richmond,2,h,1025000,S,4/6/16,3,3121,2,1,1,169,92,1900
Richmond,2,h,1102000,S,4/6/16,3,3121,2,1,1,167,,
Richmond,2,u,550000,SP,6/8/16,3,3121,2,1,2,0,68,2000
Richmond,3,h,1152500,S,6/8/16,3,3121,3,2,1,78,,
Richmond,4,h,1375000,S,6/8/16,3,3121,4,2,2,58,158,2007
Richmond,3,h,1422000,S,6/8/16,3,3121,3,1,0,339,,
Richmond,2,h,1506000,S,7/5/16,3,3121,2,2,1,220,131,1920
Richmond,3,h,1350000,PI,7/5/16,3,3121,3,1,2,332,116,1940
Richmond,3,h,1090000,S,7/5/16,3,3121,3,1,3,283,,
Richmond,1,u,405000,PI,7/5/16,3,3121,1,1,1,7455,53,2005
Richmond,1,u,327000,S,7/11/16,3,3121,1,1,1,0,43,2012
Richmond,3,h,1474000,SP,7/11/16,3,3121,3,1,0,238,94,1900
Richmond,3,h,1555000,S,7/11/16,3,3121,3,1,0,250,115,1900
Richmond,1,u,500000,VB,7/11/16,3,3121,1,1,1,0,52,2013
Richmond,2,u,815000,S,7/11/16,3,3121,2,2,2,0,,
Richmond,1,u,345000,S,7/11/16,3,3121,1,1,0,0,,1970
Richmond,1,u,345000,PI,8/10/16,3,3121,1,1,1,8223,45,2012
Richmond,3,h,1275000,PI,8/10/16,3,3121,3,1,2,204,128,1900
Richmond,3,h,1150000,VB,8/10/16,3,3121,3,1,0,176,92,1900
Richmond,4,h,950000,VB,8/10/16,3,3121,4,1,0,254,124,1890
Richmond,2,h,270000,PI,8/10/16,3,3121,2,1,1,0,60,2004
Richmond,1,u,439000,SP,10/9/16,3,3121,1,1,1,3516,56,2011
Richmond,2,u,695000,S,10/9/16,3,3121,2,1,2,0,68,1997
Richmond,2,u,512000,S,10/9/16,3,3121,2,1,1,0,61,1970
Richmond,2,t,855000,S,10/9/16,3,3121,2,1,1,92,115,1970
Richmond,2,u,1040000,S,10/9/16,3,3121,3,2,2,0,95,2013
Richmond,1,u,342000,S,10/9/16,3,3121,1,1,1,0,1,1970
Richmond,1,u,681000,S,10/9/16,3,3121,1,1,1,0,50,2004
Richmond,2,h,900000,PI,10/12/16,3,3121,2,1,0,95,63,1900
Richmond,3,h,1250000,S,10/12/16,3,3121,3,2,1,120,126,2010
Richmond,2,h,990000,S,10/12/16,3,3121,2,1,1,117,75,1900
Richmond,2,h,1189000,S,10/12/16,3,3121,2,1,0,158,110,1900
Richmond,2,h,1220000,S,10/12/16,3,3121,2,1,1,166,88,1900
Richmond,2,h,1220000,S,10/12/16,3,3121,2,1,1,80,,
Richmond,3,h,1100000,S,10/12/16,3,3121,3,1,0,162,81,1915
Richmond,3,h,1346000,S,10/12/16,3,3121,3,1,0,187,,
Richmond,2,u,450000,PI,11/2/17,3,3121,2,1,1,0,66,2000
Richmond,2,h,1340000,S,12/11/16,3,3121,2,1,0,178,,
Richmond,2,h,1421000,S,12/11/16,3,3121,2,1,0,196,,
Richmond,3,h,1074000,S,12/11/16,3,3121,3,1,0,245,140,1900
Richmond,3,h,1205000,S,12/11/16,3,3121,3,1,0,164,,
Richmond,2,t,1430000,S,12/11/16,3,3121,2,2,2,153,125,2004
Richmond,3,h,1465000,S,12/11/16,3,3121,3,2,2,233,170,1993
Richmond,2,u,391000,SP,13/8/16,3,3121,2,1,1,0,51,1965
Richmond,2,h,1035000,S,13/8/16,3,3121,2,1,0,108,,1900
Richmond,2,u,530000,S,13/8/16,3,3121,2,1,1,0,,1965
Richmond,2,t,930000,S,14/5/16,3,3121,2,1,1,97,85,2004
Richmond,3,h,1182000,S,14/5/16,3,3121,3,1,1,199,110,1920
Richmond,2,h,777500,PI,14/5/16,3,3121,2,1,1,151,76,1900
Richmond,3,h,1115000,S,14/5/16,3,3121,3,2,2,129,120,1980
Richmond,3,u,760000,SP,14/5/16,3,3121,3,2,1,0,120,2005
Richmond,2,u,640000,SP,14/5/16,3,3121,2,1,2,0,69,2000
Richmond,3,h,1710000,PI,14/5/16,3,3121,4,2,2,202,,
Richmond,3,h,1420000,S,14/5/16,3,3121,3,1,0,198,119,1890
Richmond,1,u,390000,S,14/5/16,3,3121,1,1,1,0,40,2011
Richmond,3,h,3020000,S,14/5/16,3,3121,3,2,2,389,,
Richmond,3,h,1346000,S,14/5/16,3,3121,2,1,1,207,,
Richmond,1,u,380000,PI,15/10/16,3,3121,1,1,1,0,44,2012
Richmond,2,u,680000,S,15/10/16,3,3121,2,1,1,0,52,2012
Richmond,2,t,1081000,S,15/10/16,3,3121,2,1,1,126,115,1995
Richmond,2,h,860000,S,15/10/16,3,3121,2,2,0,74,95,2000
Richmond,3,h,1820000,S,15/10/16,3,3121,3,1,1,410,,1900
Richmond,2,h,905000,S,15/10/16,3,3121,2,1,0,139,54,1920
Richmond,2,u,691000,S,15/10/16,3,3121,2,2,1,0,85,2008
Richmond,3,h,1088000,S,16/4/16,3,3121,3,3,2,168,120,1915
Richmond,3,t,911000,S,16/4/16,3,3121,3,2,1,0,110,2000
Richmond,4,h,3001000,S,16/4/16,3,3121,2,3,1,544,241,1920
Richmond,2,u,638000,S,16/4/16,3,3121,2,2,1,0,77,2008
Richmond,2,h,951000,S,16/7/16,3,3121,2,1,0,108,,1905
Richmond,2,h,912000,S,16/7/16,3,3121,2,1,2,204,,
Richmond,1,u,415000,S,16/7/16,3,3121,1,1,1,0,,
Richmond,3,h,1285000,S,16/7/16,3,3121,4,2,1,133,,
Richmond,2,h,1220000,S,16/7/16,3,3121,2,1,1,219,,
Richmond,3,h,900000,S,17/9/16,3,3121,3,3,1,58,60,2009
Richmond,3,h,1695000,S,17/9/16,3,3121,3,1,3,210,118,1900
Richmond,3,h,1365000,S,17/9/16,3,3121,3,1,1,301,110,1935
Richmond,2,h,1088000,S,17/9/16,3,3121,2,1,0,158,,
Richmond,3,h,1765000,S,17/9/16,3,3121,4,1,2,332,,
Richmond,2,h,1045000,S,17/9/16,3,3121,2,1,2,200,90,1900
Richmond,4,h,1591000,S,17/9/16,3,3121,4,2,1,263,145,1900
Richmond,1,u,402000,S,17/9/16,3,3121,1,1,1,0,,
Richmond,3,h,1275000,S,18/3/17,3,3121,3,2,1,132,95,1900
Richmond,2,h,1035000,S,18/3/17,3,3121,2,1,0,100,,
Richmond,3,h,2000000,VB,18/3/17,3,3121,3,2,0,194,,
Richmond,3,u,931000,S,18/3/17,3,3121,3,2,2,0,,
Richmond,3,h,2640000,S,18/3/17,3,3121,3,1,1,309,,
Richmond,2,t,842000,S,18/3/17,3,3121,2,2,1,0,2,
Richmond,4,h,1510000,PI,18/3/17,3,3121,4,2,0,0,171,1900
Richmond,3,h,1550000,VB,18/3/17,3,3121,3,2,1,131,76,1900
Richmond,3,h,1456000,S,18/6/16,3,3121,3,2,1,157,141,1900
Richmond,2,h,1145000,S,18/6/16,3,3121,2,1,0,170,,1910
Richmond,2,t,810000,SP,18/6/16,3,3121,2,1,1,94,,
Richmond,3,h,1100000,PI,18/6/16,3,3121,3,2,1,66,118,2013
Richmond,2,h,1220000,S,18/6/16,3,3121,2,1,2,198,,
Richmond,2,t,895000,S,18/6/16,3,3121,2,1,1,0,,
Richmond,2,h,1430000,S,18/6/16,3,3121,2,1,2,292,,
Richmond,2,h,1045000,S,18/6/16,3,3121,2,1,1,138,81,1890
Richmond,3,h,2000000,S,19/11/16,3,3121,3,2,1,217,180,1910
Richmond,2,u,646000,S,19/11/16,3,3121,2,1,1,0,70,1993
Richmond,2,u,660000,PI,19/11/16,3,3121,2,2,1,0,76,2013
Richmond,2,h,1145000,S,19/11/16,3,3121,2,1,1,197,80,1960
Richmond,1,u,380000,PI,22/5/16,3,3121,1,1,1,0,,
Richmond,3,h,1285000,S,22/5/16,3,3121,3,2,1,123,,
Richmond,4,h,905000,S,22/5/16,3,3121,4,1,0,254,124,1890
Richmond,2,u,750000,S,22/5/16,3,3121,2,2,1,0,104,2000
Richmond,2,u,604000,SP,22/5/16,3,3121,2,2,2,0,75,2009
Richmond,4,h,1645000,S,22/8/16,3,3121,4,2,1,249,214,1970
Richmond,3,u,945000,S,22/8/16,3,3121,3,2,1,0,,1999
Richmond,1,u,306000,S,22/8/16,3,3121,1,1,1,0,40,1965
Richmond,3,h,1270000,S,22/8/16,3,3121,2,1,1,181,102,1900
Richmond,3,t,975000,PI,22/8/16,3,3121,3,1,1,383,,1993
Richmond,2,h,1105000,S,22/8/16,3,3121,2,2,1,55,,
Richmond,2,h,965000,S,22/8/16,3,3121,2,1,0,158,,1900
Richmond,2,u,620000,PI,22/8/16,3,3121,2,2,1,650,,2011
Richmond,3,h,1100000,S,22/8/16,3,3121,2,2,1,126,,
Richmond,1,u,450000,SP,22/8/16,3,3121,1,1,1,0,,
Richmond,3,h,1850000,S,22/8/16,3,3121,2,2,1,203,112,1900
Richmond,3,h,1650000,S,23/4/16,3,3121,3,2,1,312,141,1920
Richmond,3,h,1320000,S,24/9/16,3,3121,3,2,2,171,118,1890
Richmond,3,h,1651000,S,24/9/16,3,3121,3,2,1,192,111,1900
Richmond,3,h,1032000,S,24/9/16,3,3121,3,1,0,128,,
Richmond,3,h,915000,S,24/9/16,3,3121,4,3,1,140,,
Richmond,3,h,1075000,S,24/9/16,3,3121,3,1,0,148,,
Richmond,4,h,1800000,PI,24/9/16,3,3121,4,2,0,288,193,1900
Richmond,3,u,791500,S,24/9/16,3,3121,3,2,2,0,104,2005
Richmond,3,h,1600000,S,24/9/16,3,3121,3,2,2,80,144,1850
Richmond,2,t,1200000,SP,25/2/17,3,3121,2,2,1,170,89,1940
Richmond,3,h,1555000,S,25/2/17,3,3121,3,2,1,189,164,1900
Richmond,3,h,1361000,S,25/2/17,3,3121,3,2,1,99,102,
Richmond,3,h,1540000,S,25/2/17,3,3121,3,1,1,0,,
Richmond,3,t,1582000,S,25/2/17,3,3121,3,3,2,119,184,2005
Richmond,2,u,712000,S,26/7/16,3,3121,2,1,1,0,,2012
